"sourceConceptScheme","sourceConcept",,"targetConceptScheme","targetConcept","prob","comment","targetConceptScheme","Länge","searchfor","targetConceptScheme","targetConcept","prob","comment",,"Concept","ConceptScheme","prefLabel",,,,
"ISCO-88_COM","3449","Customs, tax and related government associate professionals not elsewhere classified",,,,,,"3449","3449","ISCO-88_ILO","3449",1,,"Customs, tax and related government associate professionals not elsewhere classified","3434","ISCO-88_ILO","Statistical, mathematical and related associate professionals","3434","3434","ISCO-88_ILO","Statistical, mathematical and related associate professionals"
"ISCO-88_COM","345","Police inspectors and detectives",,,,,,"3450","345","ISCO-88_ILO","345",1,,"POLICE INSPECTORS AND DETECTIVES","3439","ISCO-88_ILO","Administrative associate professionals not elsewhere classified","#N/A","3439","ISCO-88_ILO","Administrative associate professionals not elsewhere classified"
"ISCO-88_COM","3450","Police inspectors and detectives",,,,,,"3450","3450","ISCO-88_ILO","3450",1,,"Police inspectors and detectives","344","ISCO-88_ILO","CUSTOMS, TAX AND RELATED GOVERNMENT ASSOCIATE PROFESSIONALS","344","344","ISCO-88_ILO","CUSTOMS, TAX AND RELATED GOVERNMENT ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","346","Social work associate professionals",,,,,,"3460","346","ISCO-88_ILO","346",1,,"SOCIAL WORK ASSOCIATE PROFESSIONALS","3441","ISCO-88_ILO","Customs and border inspectors","3441","3441","ISCO-88_ILO","Customs and border inspectors"
"ISCO-88_COM","3460","Social work associate professionals",,,,,,"3460","3460","ISCO-88_ILO","3460",1,,"Social work associate professionals","3442","ISCO-88_ILO","Government tax and excise officials","3442","3442","ISCO-88_ILO","Government tax and excise officials"
"ISCO-88_COM","347","Artistic, entertainment and sports associate professionals",,,,,,"3470","347","ISCO-88_ILO","347",1,,"ARTISTIC, ENTERTAINMENT AND SPORTS ASSOCIATE PROFESSIONALS","3443","ISCO-88_ILO","Government social benefits officials","3443","3443","ISCO-88_ILO","Government social benefits officials"
"ISCO-88_COM","3471","Decorators and commercial designers",,,,,,"3471","3471","ISCO-88_ILO","3471",1,,"Decorators and commercial designers","3444","ISCO-88_ILO","Government licensing officials","3444","3444","ISCO-88_ILO","Government licensing officials"
"ISCO-88_COM","3472","Radio, television and other announcers",,,,,,"3472","3472","ISCO-88_ILO","3472",1,,"Radio, television and other announcers","3449","ISCO-88_ILO","Customs, tax and related government associate professionals not elsewhere classified","3449","3449","ISCO-88_ILO","Customs, tax and related government associate professionals not elsewhere classified"
"ISCO-88_COM","3473","Street, night-club and related musicians, singers and dancers",,,,,,"3473","3473","ISCO-88_ILO","3473",1,"target introduces new concept 3451, 3450 now includes army officers","Street, night-club and related musicians, singers and dancers","345","ISCO-88_ILO","POLICE INSPECTORS AND DETECTIVES","345","345","ISCO-88_ILO","POLICE INSPECTORS AND DETECTIVES"
"ISCO-88_COM","3474","Clowns, magicians, acrobats and related associate professionals",,,,,,"3474","3474","ISCO-88_ILO","3474",1,"target introduces new concept 3451, 3450 now includes army officers","Clowns, magicians, acrobats and related associate professionals","3450","ISCO-88_ILO","Police inspectors and detectives","3450","3450","ISCO-88_ILO","Police inspectors and detectives"
"ISCO-88_COM","3475","Athletes, sports persons and related associate professionals",,,,,,"3475","3475","ISCO-88_ILO","3475",1,,"Athletes, sportspersons and related associate professionals","346","ISCO-88_ILO","SOCIAL WORK ASSOCIATE PROFESSIONALS","346","346","ISCO-88_ILO","SOCIAL WORK ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","348","Religious associate professionals",,,,,,"3480","348","ISCO-88_ILO","348",1,,"RELIGIOUS ASSOCIATE PROFESSIONALS","3460","ISCO-88_ILO","Social work associate professionals","3460","3460","ISCO-88_ILO","Social work associate professionals"
"ISCO-88_COM","3480","Religious associate professionals",,,,,,"3480","3480","ISCO-88_ILO","3480",1,,"Religious associate professionals","347","ISCO-88_ILO","ARTISTIC, ENTERTAINMENT AND SPORTS ASSOCIATE PROFESSIONALS","347","347","ISCO-88_ILO","ARTISTIC, ENTERTAINMENT AND SPORTS ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","4","CLERKS",,,,,,"4000","4","ISCO-88_ILO","4",1,,"CLERKS","3471","ISCO-88_ILO","Decorators and commercial designers","3471","3471","ISCO-88_ILO","Decorators and commercial designers"
"ISCO-88_COM","41","Office clerks",,,,,,"4100","41","ISCO-88_ILO","41",1,,"OFFICE CLERKS","3472","ISCO-88_ILO","Radio, television and other announcers","3472","3472","ISCO-88_ILO","Radio, television and other announcers"
"ISCO-88_COM","411","Secretaries and keyboard-operating clerks",,,,,,"4110","411","ISCO-88_ILO","411",1,,"SECRETARIES AND KEYBOARD-OPERATING CLERKS","3473","ISCO-88_ILO","Street, night-club and related musicians, singers and dancers","3473","3473","ISCO-88_ILO","Street, night-club and related musicians, singers and dancers"
"ISCO-88_COM","4111","Stenographers and typists",,,,,,"4111","4111","ISCO-88_ILO","4111",1,,"Stenographers and typists","3474","ISCO-88_ILO","Clowns, magicians, acrobats and related associate professionals","3474","3474","ISCO-88_ILO","Clowns, magicians, acrobats and related associate professionals"
"ISCO-88_COM","4112","Word-processor and related operators",,,,,,"4112","4112","ISCO-88_ILO","4112",1,,"Word-processor and related operators","3475","ISCO-88_ILO","Athletes, sportspersons and related associate professionals","3475","3475","ISCO-88_ILO","Athletes, sportspersons and related associate professionals"
"ISCO-88_COM","4113","Data entry operators",,,,,,"4113","4113","ISCO-88_ILO","4113",1,,"Data entry operators","348","ISCO-88_ILO","RELIGIOUS ASSOCIATE PROFESSIONALS","348","348","ISCO-88_ILO","RELIGIOUS ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","4114","Calculating-machine operators",,,,,,"4114","4114","ISCO-88_ILO","4114",1,,"Calculating-machine operators","3480","ISCO-88_ILO","Religious associate professionals","3480","3480","ISCO-88_ILO","Religious associate professionals"
"ISCO-88_COM","4115","Secretaries",,,,,,"4115","4115","ISCO-88_ILO","4115",1,,"Secretaries","4","ISCO-88_ILO","CLERKS","4","4","ISCO-88_ILO","CLERKS"
"ISCO-88_COM","412","Numerical clerks",,,,,,"4120","412","ISCO-88_ILO","412",1,,"NUMERICAL CLERKS","41","ISCO-88_ILO","OFFICE CLERKS","41","41","ISCO-88_ILO","OFFICE CLERKS"
"ISCO-88_COM","4121","Accounting and book-keeping clerks",,,,,,"4121","4121","ISCO-88_ILO","4121",1,,"Accounting and bookkeeping clerks","411","ISCO-88_ILO","SECRETARIES AND KEYBOARD-OPERATING CLERKS","411","411","ISCO-88_ILO","SECRETARIES AND KEYBOARD-OPERATING CLERKS"
"ISCO-88_COM","4122","Statistical and finance clerks",,,,,,"4122","4122","ISCO-88_ILO","4122",1,,"Statistical and finance clerks","4111","ISCO-88_ILO","Stenographers and typists","4111","4111","ISCO-88_ILO","Stenographers and typists"
"ISCO-88_COM","413","Material-recording and transport clerks",,,,,,"4130","413","ISCO-88_ILO","413",1,,"MATERIAL-RECORDING AND TRANSPORT CLERKS","4112","ISCO-88_ILO","Word-processor and related operators","4112","4112","ISCO-88_ILO","Word-processor and related operators"
"ISCO-88_COM","4131","Stock clerks",,,,,,"4131","4131","ISCO-88_ILO","4131",1,,"Stock clerks","4113","ISCO-88_ILO","Data entry operators","4113","4113","ISCO-88_ILO","Data entry operators"
"ISCO-88_COM","4132","Production clerks",,,,,,"4132","4132","ISCO-88_ILO","4132",1,,"Production clerks","4114","ISCO-88_ILO","Calculating-machine operators","4114","4114","ISCO-88_ILO","Calculating-machine operators"
"ISCO-88_COM","4133","Transport clerks",,,,,,"4133","4133","ISCO-88_ILO","4133",1,,"Transport clerks","4115","ISCO-88_ILO","Secretaries","4115","4115","ISCO-88_ILO","Secretaries"
"ISCO-88_COM","414","Library, mail and related clerks",,,,,,"4140","414","ISCO-88_ILO","414",1,,"LIBRARY, MAIL AND RELATED CLERKS","412","ISCO-88_ILO","NUMERICAL CLERKS","412","412","ISCO-88_ILO","NUMERICAL CLERKS"
"ISCO-88_COM","4141","Library and filing clerks",,,,,,"4141","4141","ISCO-88_ILO","4141",1,,"Library and filing clerks","4121","ISCO-88_ILO","Accounting and bookkeeping clerks","4121","4121","ISCO-88_ILO","Accounting and bookkeeping clerks"
"ISCO-88_COM","4142","Mail carriers and sorting clerks",,,,,,"4142","4142","ISCO-88_ILO","4142",1,,"Mail carriers and sorting clerks","4122","ISCO-88_ILO","Statistical and finance clerks","4122","4122","ISCO-88_ILO","Statistical and finance clerks"
"ISCO-88_COM","4143","Coding, proof-reading and related clerks",,,,,,"4143","4143","ISCO-88_ILO","4143",1,,"Coding, proof-reading and related clerks","413","ISCO-88_ILO","MATERIAL-RECORDING AND TRANSPORT CLERKS","413","413","ISCO-88_ILO","MATERIAL-RECORDING AND TRANSPORT CLERKS"
"ISCO-88_COM","4144","Scribes and related workers",,,,,,"4144","4144","ISCO-88_ILO","4144",1,,"Scribes and related workers","4131","ISCO-88_ILO","Stock clerks","4131","4131","ISCO-88_ILO","Stock clerks"
"ISCO-88_COM","419","Other office clerks",,,,,,"4190","419","ISCO-88_ILO","419",1,,"OTHER OFFICE CLERKS","4132","ISCO-88_ILO","Production clerks","4132","4132","ISCO-88_ILO","Production clerks"
"ISCO-88_COM","4190","Other office clerks",,,,,,"4190","4190","ISCO-88_ILO","4190",1,,"Other office clerks","4133","ISCO-88_ILO","Transport clerks","4133","4133","ISCO-88_ILO","Transport clerks"
"ISCO-88_COM","42","Customer services clerks",,,,,,"4200","42","ISCO-88_ILO","42",1,,"CUSTOMER SERVICES CLERKS","414","ISCO-88_ILO","LIBRARY, MAIL AND RELATED CLERKS","414","414","ISCO-88_ILO","LIBRARY, MAIL AND RELATED CLERKS"
"ISCO-88_COM","421","Cashiers, tellers and related clerks",,,,,,"4210","421","ISCO-88_ILO","421",1,,"CASHIERS, TELLERS AND RELATED CLERKS","4141","ISCO-88_ILO","Library and filing clerks","4141","4141","ISCO-88_ILO","Library and filing clerks"
"ISCO-88_COM","4211","Cashiers and ticket clerks",,,,,,"4211","4211","ISCO-88_ILO","4211",1,,"Cashiers and ticket clerks","4142","ISCO-88_ILO","Mail carriers and sorting clerks","4142","4142","ISCO-88_ILO","Mail carriers and sorting clerks"
"ISCO-88_COM","4212","Tellers and other counter clerks",,,,,,"4212","4212","ISCO-88_ILO","4212",1,,"Tellers and other counter clerks","4143","ISCO-88_ILO","Coding, proof-reading and related clerks","4143","4143","ISCO-88_ILO","Coding, proof-reading and related clerks"
"ISCO-88_COM","4213","Bookmakers and croupiers",,,,,,"4213","4213","ISCO-88_ILO","4213",1,,"Bookmakers and croupiers","4144","ISCO-88_ILO","Scribes and related workers","4144","4144","ISCO-88_ILO","Scribes and related workers"
"ISCO-88_COM","4214","Pawnbrokers and money-lenders",,,,,,"4214","4214","ISCO-88_ILO","4214",1,,"Pawnbrokers and money-lenders","419","ISCO-88_ILO","OTHER OFFICE CLERKS","419","419","ISCO-88_ILO","OTHER OFFICE CLERKS"
"ISCO-88_COM","4215","Debt-collectors and related workers",,,,,,"4215","4215","ISCO-88_ILO","4215",1,,"Debt-collectors and related workers","4190","ISCO-88_ILO","Other office clerks","4190","4190","ISCO-88_ILO","Other office clerks"
"ISCO-88_COM","422","Client information clerks",,,,,,"4220","422","ISCO-88_ILO","422",1,,"CLIENT INFORMATION CLERKS","42","ISCO-88_ILO","CUSTOMER SERVICES CLERKS","42","42","ISCO-88_ILO","CUSTOMER SERVICES CLERKS"
"ISCO-88_COM","4221","Travel agency and related clerks",,,,,,"4221","4221","ISCO-88_ILO","4221",1,,"Travel agency and related clerks","421","ISCO-88_ILO","CASHIERS, TELLERS AND RELATED CLERKS","421","421","ISCO-88_ILO","CASHIERS, TELLERS AND RELATED CLERKS"
"ISCO-88_COM","4222","Receptionists and information clerks",,,,,,"4222","4222","ISCO-88_ILO","4222",1,,"Receptionists and information clerks","4211","ISCO-88_ILO","Cashiers and ticket clerks","4211","4211","ISCO-88_ILO","Cashiers and ticket clerks"
"ISCO-88_COM","4223","Telephone switchboard operators",,,,,,"4223","4223","ISCO-88_ILO","4223",1,,"Telephone switchboard operators","4212","ISCO-88_ILO","Tellers and other counter clerks","4212","4212","ISCO-88_ILO","Tellers and other counter clerks"
"ISCO-88_COM","5","SERVICE WORKERS AND SHOP AND MARKET SALES WORKERS",,,,,,"5000","5","ISCO-88_ILO","5",1,,"SERVICE WORKERS AND SHOP AND MARKET SALES WORKERS","4213","ISCO-88_ILO","Bookmakers and croupiers","4213","4213","ISCO-88_ILO","Bookmakers and croupiers"
"ISCO-88_COM","51","Personal and protective services workers",,,,,,"5100","51","ISCO-88_ILO","51",1,,"PERSONAL AND PROTECTIVE SERVICES WORKERS","4214","ISCO-88_ILO","Pawnbrokers and money-lenders","4214","4214","ISCO-88_ILO","Pawnbrokers and money-lenders"
"ISCO-88_COM","511","Travel attendants and related workers",,,,,,"5110","511","ISCO-88_ILO","511",1,,"TRAVEL ATTENDANTS AND RELATED WORKERS","4215","ISCO-88_ILO","Debt-collectors and related workers","4215","4215","ISCO-88_ILO","Debt-collectors and related workers"
"ISCO-88_COM","5111","Travel attendants and travel stewards",,,,,,"5111","5111","ISCO-88_ILO","5111",1,,"Travel attendants and travel stewards","422","ISCO-88_ILO","CLIENT INFORMATION CLERKS","422","422","ISCO-88_ILO","CLIENT INFORMATION CLERKS"
"ISCO-88_COM","5112","Transport conductors",,,,,,"5112","5112","ISCO-88_ILO","5112",1,,"Transport conductors","4221","ISCO-88_ILO","Travel agency and related clerks","4221","4221","ISCO-88_ILO","Travel agency and related clerks"
"ISCO-88_COM","5113","Travel guides",,,,,,"5113","5113","ISCO-88_ILO","5113",1,,"Travel guides","4222","ISCO-88_ILO","Receptionists and information clerks","4222","4222","ISCO-88_ILO","Receptionists and information clerks"
"ISCO-88_COM","512","Housekeeping and restaurant services workers",,,,,,"5120","512","ISCO-88_ILO","512",1,,"HOUSEKEEPING AND RESTAURANT SERVICES WORKERS","4223","ISCO-88_ILO","Telephone switchboard operators","4223","4223","ISCO-88_ILO","Telephone switchboard operators"
"ISCO-88_COM","5121","Housekeepers and related workers",,,,,,"5121","5121","ISCO-88_ILO","5121",1,,"Housekeepers and related workers","5","ISCO-88_ILO","SERVICE WORKERS AND SHOP AND MARKET SALES WORKERS","5","5","ISCO-88_ILO","SERVICE WORKERS AND SHOP AND MARKET SALES WORKERS"
"ISCO-88_COM","5122","Cooks",,,,,,"5122","5122","ISCO-88_ILO","5122",1,,"Cooks","51","ISCO-88_ILO","PERSONAL AND PROTECTIVE SERVICES WORKERS","51","51","ISCO-88_ILO","PERSONAL AND PROTECTIVE SERVICES WORKERS"
"ISCO-88_COM","5123","Waiters, waitresses and bartenders",,,,,,"5123","5123","ISCO-88_ILO","5123",1,,"Waiters, waitresses and bartenders","511","ISCO-88_ILO","TRAVEL ATTENDANTS AND RELATED WORKERS","511","511","ISCO-88_ILO","TRAVEL ATTENDANTS AND RELATED WORKERS"
"ISCO-88_COM","513","Personal care and related workers",,,,,,"5130","513","ISCO-88_ILO","513",1,,"PERSONAL CARE AND RELATED WORKERS","5111","ISCO-88_ILO","Travel attendants and travel stewards","5111","5111","ISCO-88_ILO","Travel attendants and travel stewards"
"ISCO-88_COM","5131","Child-care workers",,,,,,"5131","5131","ISCO-88_ILO","5131",1,,"Child-care workers","5112","ISCO-88_ILO","Transport conductors","5112","5112","ISCO-88_ILO","Transport conductors"
"ISCO-88_COM","5132","Institution-based personal care workers",,,,,,"5132","5132","ISCO-88_ILO","5132",1,,"Institution-based personal care workers","5113","ISCO-88_ILO","Travel guides","5113","5113","ISCO-88_ILO","Travel guides"
"ISCO-88_COM","5133","Home-based personal care workers",,,,,,"5133","5133","ISCO-88_ILO","5133",1,,"Home-based personal care workers","512","ISCO-88_ILO","HOUSEKEEPING AND RESTAURANT SERVICES WORKERS","512","512","ISCO-88_ILO","HOUSEKEEPING AND RESTAURANT SERVICES WORKERS"
"ISCO-88_COM","5139","Personal care and related workers not elsewhere classified",,,,,,"5139","5139","ISCO-88_ILO","5139",1,,"Personal care and related workers not elsewhere classified","5121","ISCO-88_ILO","Housekeepers and related workers","5121","5121","ISCO-88_ILO","Housekeepers and related workers"
"ISCO-88_COM","514","Other personal services workers",,,,,,"5140","514","ISCO-88_ILO","514",1,,"OTHER PERSONAL SERVICES WORKERS","5122","ISCO-88_ILO","Cooks","5122","5122","ISCO-88_ILO","Cooks"
"ISCO-88_COM","5141","Hairdressers, barbers, beauticians and related workers",,,,,,"5141","5141","ISCO-88_ILO","5141",1,,"Hairdressers, barbers, beauticians and related workers","5123","ISCO-88_ILO","Waiters, waitresses and bartenders","5123","5123","ISCO-88_ILO","Waiters, waitresses and bartenders"
"ISCO-88_COM","5142","Companions and valets",,,,,,"5142","5142","ISCO-88_ILO","5142",1,,"Companions and valets","513","ISCO-88_ILO","PERSONAL CARE AND RELATED WORKERS","513","513","ISCO-88_ILO","PERSONAL CARE AND RELATED WORKERS"
"ISCO-88_COM","5143","Undertakers and embalmers",,,,,,"5143","5143","ISCO-88_ILO","5143",1,,"Undertakers and embalmers","5131","ISCO-88_ILO","Child-care workers","5131","5131","ISCO-88_ILO","Child-care workers"
"ISCO-88_COM","5149","Other personal services workers not elsewhere classified",,,,,,"5149","5149","ISCO-88_ILO","5149",1,,"Other personal services workers not elsewhere classified","5132","ISCO-88_ILO","Institution-based personal care workers","5132","5132","ISCO-88_ILO","Institution-based personal care workers"
"ISCO-88_COM","516","Protective services workers",,,,,,"5160","516","ISCO-88_ILO","516",1,,"PROTECTIVE SERVICES WORKERS","5133","ISCO-88_ILO","Home-based personal care workers","5133","5133","ISCO-88_ILO","Home-based personal care workers"
"ISCO-88_COM","5161","Fire-fighters",,,,,,"5161","5161","ISCO-88_ILO","5161",1,,"Fire-fighters","5139","ISCO-88_ILO","Personal care and related workers not elsewhere classified","5139","5139","ISCO-88_ILO","Personal care and related workers not elsewhere classified"
"ISCO-88_COM","5162","Police officers",,,,,,"5162","5162","ISCO-88_ILO","5162",1,,"Police officers","514","ISCO-88_ILO","OTHER PERSONAL SERVICES WORKERS","514","514","ISCO-88_ILO","OTHER PERSONAL SERVICES WORKERS"
"ISCO-88_COM","5163","Prison guards",,,,,,"5163","5163","ISCO-88_ILO","5163",1,,"Prison guards","5141","ISCO-88_ILO","Hairdressers, barbers, beauticians and related workers","5141","5141","ISCO-88_ILO","Hairdressers, barbers, beauticians and related workers"
"ISCO-88_COM","5169","Protective services workers not elsewhere classified",,,,,,"5169","5169","ISCO-88_ILO","5169",1,,"Protective services workers not elsewhere classified","5142","ISCO-88_ILO","Companions and valets","5142","5142","ISCO-88_ILO","Companions and valets"
"ISCO-88_COM","52","Models, salespersons and demonstrators",,,,,,"5200","52","ISCO-88_ILO","52",1,,"MODELS, SALESPERSONS AND DEMONSTRATORS","5143","ISCO-88_ILO","Undertakers and embalmers","5143","5143","ISCO-88_ILO","Undertakers and embalmers"
"ISCO-88_COM","521","Fashion and other models",,,,,,"5210","521","ISCO-88_ILO","521",1,,"FASHION AND OTHER MODELS","5149","ISCO-88_ILO","Other personal services workers not elsewhere classified","5149","5149","ISCO-88_ILO","Other personal services workers not elsewhere classified"
"ISCO-88_COM","5210","Fashion and other models",,,,,,"5210","5210","ISCO-88_ILO","5210",1,,"Fashion and other models","515","ISCO-88_ILO","ASTROLOGERS, FORTUNE-TELLERS AND RELATED WORKERS","#N/A","515","ISCO-88_ILO","ASTROLOGERS, FORTUNE-TELLERS AND RELATED WORKERS"
"ISCO-88_COM","522","Shop, stall and market salespersons and demonstrators",,,,,,"5220","522","ISCO-88_ILO","522",1,,"SHOP SALESPERSONS AND DEMONSTRATORS","5151","ISCO-88_ILO","Astrologers and related workers","#N/A","5151","ISCO-88_ILO","Astrologers and related workers"
"ISCO-88_COM","5220","Shop, stall and market salespersons and demonstrators",,,,,,"5220","5220","ISCO-88_ILO","5220",1,,"Shop salespersons and demonstrators","5152","ISCO-88_ILO","Fortune-tellers, palmists and related workers","#N/A","5152","ISCO-88_ILO","Fortune-tellers, palmists and related workers"
"ISCO-88_COM","6","SKILLED AGRICULTURAL AND FISHERY WORKERS",,,,,,"6000","6","ISCO-88_ILO","6",1,,"SKILLED AGRICULTURAL AND FISHERY WORKERS","516","ISCO-88_ILO","PROTECTIVE SERVICES WORKERS","516","516","ISCO-88_ILO","PROTECTIVE SERVICES WORKERS"
"ISCO-88_COM","61","Skilled agricultural and fishery workers",,,,,,"6100","61","ISCO-88_ILO","61",1,,"MARKET-ORIENTED SKILLED AGRICULTURAL AND FISHERY WORKERS","5161","ISCO-88_ILO","Fire-fighters","5161","5161","ISCO-88_ILO","Fire-fighters"
"ISCO-88_COM","611","Market gardeners and crop growers",,,,,,"6110","611","ISCO-88_ILO","611",1,,"MARKET GARDENERS AND CROP GROWERS","5162","ISCO-88_ILO","Police officers","5162","5162","ISCO-88_ILO","Police officers"
"ISCO-88_COM","6111","Field crop and vegetable growers",,,,,,"6111","6111","ISCO-88_ILO","6111",1,,"Field crop and vegetable growers","5163","ISCO-88_ILO","Prison guards","5163","5163","ISCO-88_ILO","Prison guards"
"ISCO-88_COM","6112","Gardeners, horticultural and nursery growers",,,,,,"6112","6112","ISCO-88_ILO","6112",1,,"Tree and shrub crop growers","5169","ISCO-88_ILO","Protective services workers not elsewhere classified","5169","5169","ISCO-88_ILO","Protective services workers not elsewhere classified"
"ISCO-88_COM","612","Animal producers and related workers",,,,,,"6120","612","ISCO-88_ILO","612",1,,"MARKET-ORIENTED ANIMAL PRODUCERS AND RELATED WORKERS","52","ISCO-88_ILO","MODELS, SALESPERSONS AND DEMONSTRATORS","52","52","ISCO-88_ILO","MODELS, SALESPERSONS AND DEMONSTRATORS"
"ISCO-88_COM","6121","Dairy and livestock producers",,,,,,"6121","6121","ISCO-88_ILO","6121",1,,"Dairy and livestock producers","521","ISCO-88_ILO","FASHION AND OTHER MODELS","521","521","ISCO-88_ILO","FASHION AND OTHER MODELS"
"ISCO-88_COM","6122","Poultry producers",,,,,,"6122","6122","ISCO-88_ILO","6122",1,,"Poultry producers","5210","ISCO-88_ILO","Fashion and other models","5210","5210","ISCO-88_ILO","Fashion and other models"
"ISCO-88_COM","6129","Animal producers and related workers not elsewhere classified",,,,,,"6129","6129","ISCO-88_ILO","6129",1,,"Market-oriented animal producers and related workers not elsewhere classified","522","ISCO-88_ILO","SHOP SALESPERSONS AND DEMONSTRATORS","522","522","ISCO-88_ILO","SHOP SALESPERSONS AND DEMONSTRATORS"
"ISCO-88_COM","613","Crop and animal producers",,,,,,"6130","613","ISCO-88_ILO","613",1,,"MARKET-ORIENTED CROP AND ANIMAL PRODUCERS","5220","ISCO-88_ILO","Shop salespersons and demonstrators","5220","5220","ISCO-88_ILO","Shop salespersons and demonstrators"
"ISCO-88_COM","6130","Crop and animal producers",,,,,,"6130","6130","ISCO-88_ILO","6130",1,,"Market-oriented crop and animal producers","523","ISCO-88_ILO","STALL AND MARKET SALESPERSONS","#N/A","523","ISCO-88_ILO","STALL AND MARKET SALESPERSONS"
"ISCO-88_COM","614","Forestry and related workers",,,,,,"6140","614","ISCO-88_ILO","614",1,,"FORESTRY AND RELATED WORKERS","5230","ISCO-88_ILO","Stall and market salespersons","#N/A","5230","ISCO-88_ILO","Stall and market salespersons"
"ISCO-88_COM","6141","Forestry workers and loggers",,,,,,"6141","6141","ISCO-88_ILO","6141",1,,"Forestry workers and loggers","6","ISCO-88_ILO","SKILLED AGRICULTURAL AND FISHERY WORKERS","6","6","ISCO-88_ILO","SKILLED AGRICULTURAL AND FISHERY WORKERS"
"ISCO-88_COM","6142","Charcoal burners and related workers",,,,,,"6142","6142","ISCO-88_ILO","6142",1,,"Charcoal burners and related workers","61","ISCO-88_ILO","MARKET-ORIENTED SKILLED AGRICULTURAL AND FISHERY WORKERS","61","61","ISCO-88_ILO","MARKET-ORIENTED SKILLED AGRICULTURAL AND FISHERY WORKERS"
"ISCO-88_COM","615","Fishery workers, hunters and trappers",,,,,,"6150","615","ISCO-88_ILO","615",1,,"FISHERY WORKERS, HUNTERS AND TRAPPERS","611","ISCO-88_ILO","MARKET GARDENERS AND CROP GROWERS","611","611","ISCO-88_ILO","MARKET GARDENERS AND CROP GROWERS"
"ISCO-88_COM","6151","Aquatic life cultivation workers",,,,,,"6151","6151","ISCO-88_ILO","6151",1,,"Aquatic-life cultivation workers","6111","ISCO-88_ILO","Field crop and vegetable growers","6111","6111","ISCO-88_ILO","Field crop and vegetable growers"
"ISCO-88_COM","6152","Inland and coastal waters fishery workers",,,,,,"6152","6152","ISCO-88_ILO","6152",1,,"Inland and coastal waters fishery workers","6112","ISCO-88_ILO","Tree and shrub crop growers","6112","6112","ISCO-88_ILO","Tree and shrub crop growers"
"ISCO-88_COM","6153","Deep-sea fishery workers",,,,,,"6153","6153","ISCO-88_ILO","6153",1,,"Deep-sea fishery workers","6113","ISCO-88_ILO","Gardeners, horticultural and nursery growers","#N/A","6113","ISCO-88_ILO","Gardeners, horticultural and nursery growers"
"ISCO-88_COM","6154","Hunters and trappers",,,,,,"6154","6154","ISCO-88_ILO","6154",1,,"Hunters and trappers","6114","ISCO-88_ILO","Mixed-crop growers","#N/A","6114","ISCO-88_ILO","Mixed-crop growers"
"ISCO-88_COM","7","CRAFT AND RELATED TRADES WORKERS",,,,,,"7000","7","ISCO-88_ILO","7",1,,"CRAFT AND RELATED TRADES WORKERS","612","ISCO-88_ILO","MARKET-ORIENTED ANIMAL PRODUCERS AND RELATED WORKERS","612","612","ISCO-88_ILO","MARKET-ORIENTED ANIMAL PRODUCERS AND RELATED WORKERS"
"ISCO-88_COM","71","Extraction and building trades workers",,,,,,"7100","71","ISCO-88_ILO","71",1,,"EXTRACTION AND BUILDING TRADES WORKERS","6121","ISCO-88_ILO","Dairy and livestock producers","6121","6121","ISCO-88_ILO","Dairy and livestock producers"
"ISCO-88_COM","711","Miners, shotfirers, stone cutters and carvers",,,,,,"7110","711","ISCO-88_ILO","711",1,,"MINERS, SHOTFIRERS, STONE CUTTERS AND CARVERS","6122","ISCO-88_ILO","Poultry producers","6122","6122","ISCO-88_ILO","Poultry producers"
"ISCO-88_COM","7111","Miners and quarry workers",,,,,,"7111","7111","ISCO-88_ILO","7111",1,,"Miners and quarry workers","6123","ISCO-88_ILO","Apiarists and sericulturists","#N/A","6123","ISCO-88_ILO","Apiarists and sericulturists"
"ISCO-88_COM","7112","Shotfirers and blasters",,,,,,"7112","7112","ISCO-88_ILO","7112",1,,"Shotfirers and blasters","6124","ISCO-88_ILO","Mixed-animal producers","#N/A","6124","ISCO-88_ILO","Mixed-animal producers"
"ISCO-88_COM","7113","Stone splitters, cutters and carvers",,,,,,"7113","7113","ISCO-88_ILO","7113",1,,"Stone splitters, cutters and carvers","6129","ISCO-88_ILO","Market-oriented animal producers and related workers not elsewhere classified","6129","6129","ISCO-88_ILO","Market-oriented animal producers and related workers not elsewhere classified"
"ISCO-88_COM","712","Building frame and related trades workers",,,,,,"7120","712","ISCO-88_ILO","712",1,,"BUILDING FRAME AND RELATED TRADES WORKERS","613","ISCO-88_ILO","MARKET-ORIENTED CROP AND ANIMAL PRODUCERS","613","613","ISCO-88_ILO","MARKET-ORIENTED CROP AND ANIMAL PRODUCERS"
"ISCO-88_COM","7121","Builders",,,,,,"7121","7121","ISCO-88_ILO","7121",1,,"Builders, traditional materials","6130","ISCO-88_ILO","Market-oriented crop and animal producers","6130","6130","ISCO-88_ILO","Market-oriented crop and animal producers"
"ISCO-88_COM","7122","Bricklayers and stonemasons",,,,,,"7122","7122","ISCO-88_ILO","7122",1,,"Bricklayers and stonemasons","614","ISCO-88_ILO","FORESTRY AND RELATED WORKERS","614","614","ISCO-88_ILO","FORESTRY AND RELATED WORKERS"
